respid,Community Type,Religion,Education Level,Age group,Gender,Family income,US region
749,Suburban,Protestant,H.S. graduate or less,65+,A man,"$40,000 to less than $50,000",South
15318,Suburban,Protestant,H.S. graduate or less,50-64,A man,"$70,000 to less than $100,000",Midwest
2996,Suburban,Protestant,Some College,30-49,A man,"$150,000 or more",Midwest
445,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
5154,Rural,Protestant,H.S. graduate or less,65+,A man,Refused/Web blank,West
11307,Urban,Something else (please specify):,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
11750,Rural,Protestant,Some College,30-49,A woman,"Less than $30,000",Midwest
9147,Rural,Agnostic,Some College,50-64,A man,"$100,000 to less than $125,000",South
6871,Urban,Jewish,College graduate+,50-64,A man,"Less than $30,000",West
12168,Suburban,Roman Catholic,College graduate+,30-49,A man,"$150,000 or more",South
11408,Rural,Nothing in particular,H.S. graduate or less,50-64,A woman,"$150,000 or more",Midwest
6997,Urban,Roman Catholic,Some College,18-29,A man,"$30,000 to less than $40,000",West
15493,Rural,Protestant,Some College,50-64,A woman,"$40,000 to less than $50,000",Midwest
5355,Urban,Protestant,College graduate+,50-64,A woman,"$150,000 or more",South
18002,Urban,Something else (please specify):,H.S. graduate or less,30-49,A woman,"$40,000 to less than $50,000",West
9102,Suburban,Roman Catholic,College graduate+,30-49,A woman,"$150,000 or more",West
4650,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
3540,Suburban,Atheist,College graduate+,30-49,In some other way,"$50,000 to less than $70,000",Northeast
3920,Suburban,Protestant,College graduate+,50-64,A woman,"$30,000 to less than $40,000",South
3134,Suburban,Roman Catholic,Some College,50-64,A man,"$125,000 to less than $150,000",South
16302,Urban,Nothing in particular,College graduate+,30-49,A woman,"$50,000 to less than $70,000",West
18475,Rural,Agnostic,Some College,30-49,A woman,"$30,000 to less than $40,000",Midwest
5879,Suburban,Roman Catholic,Some College,50-64,A man,"$150,000 or more",West
11818,Suburban,Roman Catholic,Some College,50-64,A man,"Less than $30,000",Midwest
14985,Urban,Roman Catholic,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",West
11336,Rural,Orthodox,H.S. graduate or less,50-64,A man,"Less than $30,000",West
21,Suburban,Nothing in particular,College graduate+,50-64,A woman,"$150,000 or more",Midwest
16355,Urban,Roman Catholic,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",South
527,Suburban,Roman Catholic,Some College,30-49,A woman,"$40,000 to less than $50,000",South
11260,Suburban,Jewish,College graduate+,65+,A man,"$40,000 to less than $50,000",West
15111,Suburban,Nothing in particular,H.S. graduate or less,18-29,A man,"$40,000 to less than $50,000",South
6173,Rural,Protestant,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",Midwest
8629,Suburban,Protestant,College graduate+,65+,A man,"$100,000 to less than $125,000",South
7993,Refused/Web blank,Roman Catholic,H.S. graduate or less,18-29,A man,Refused/Web blank,South
959,Urban,Roman Catholic,College graduate+,50-64,A man,"$150,000 or more",South
8610,Suburban,Nothing in particular,H.S. graduate or less,50-64,A man,"$70,000 to less than $100,000",Northeast
16964,Suburban,Roman Catholic,College graduate+,65+,A man,"$70,000 to less than $100,000",Midwest
12836,Rural,Roman Catholic,College graduate+,30-49,A man,"$100,000 to less than $125,000",Midwest
18010,Suburban,Protestant,College graduate+,50-64,A man,"$70,000 to less than $100,000",West
13674,Suburban,Protestant,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",South
1005,Urban,Roman Catholic,Some College,18-29,A woman,"$150,000 or more",Midwest
2307,Suburban,Agnostic,College graduate+,30-49,A man,"$150,000 or more",West
5070,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",South
9630,Suburban,Something else (please specify):,College graduate+,65+,A woman,"$100,000 to less than $125,000",West
13747,Refused/Web blank,Protestant,College graduate+,30-49,A woman,"$125,000 to less than $150,000",West
13606,Suburban,Protestant,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",South
17589,Rural,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",West
257,Suburban,Nothing in particular,Some College,18-29,A woman,"$100,000 to less than $125,000",South
4442,Urban,Refused/Web blank,College graduate+,65+,A man,"$150,000 or more",West
10349,Suburban,Nothing in particular,College graduate+,65+,A man,"Less than $30,000",West
3498,Urban,Roman Catholic,H.S. graduate or less,65+,A woman,"Less than $30,000",Midwest
13609,Urban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
17398,Urban,Nothing in particular,H.S. graduate or less,18-29,A woman,"Less than $30,000",Midwest
6336,Suburban,Nothing in particular,College graduate+,65+,A woman,"$150,000 or more",Midwest
9181,Rural,Roman Catholic,Some College,50-64,A woman,"$125,000 to less than $150,000",West
16967,Suburban,Protestant,Some College,50-64,A woman,"$70,000 to less than $100,000",South
17448,Suburban,Nothing in particular,H.S. graduate or less,18-29,A woman,"Less than $30,000",Midwest
2952,Rural,Roman Catholic,Some College,30-49,A woman,"Less than $30,000",Northeast
4587,Rural,Buddhist,Some College,65+,A woman,"$30,000 to less than $40,000",South
10341,Suburban,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",South
11653,Urban,Protestant,H.S. graduate or less,30-49,A woman,"$30,000 to less than $40,000",South
53,Suburban,Protestant,College graduate+,50-64,A woman,"$70,000 to less than $100,000",Northeast
9854,Urban,Roman Catholic,Some College,30-49,A man,"$70,000 to less than $100,000",West
8346,Urban,Roman Catholic,Some College,50-64,A woman,"$50,000 to less than $70,000",West
3525,Suburban,Protestant,College graduate+,65+,A woman,"$50,000 to less than $70,000",Midwest
13411,Rural,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",South
9781,Suburban,Protestant,Some College,30-49,A man,"$150,000 or more",West
12730,Suburban,Muslim,College graduate+,30-49,A woman,"$30,000 to less than $40,000",Midwest
71,Urban,Atheist,College graduate+,30-49,A man,"$150,000 or more",South
12272,Suburban,Protestant,Some College,50-64,A woman,"$100,000 to less than $125,000",South
12000,Suburban,Roman Catholic,Some College,65+,A woman,"$40,000 to less than $50,000",West
3539,Urban,Something else (please specify):,Some College,30-49,A woman,"Less than $30,000",West
18467,Suburban,Something else (please specify):,College graduate+,65+,A man,"$70,000 to less than $100,000",South
6713,Suburban,Agnostic,College graduate+,30-49,A man,"$150,000 or more",South
17242,Urban,Something else (please specify):,Some College,30-49,A man,"$100,000 to less than $125,000",Midwest
15398,Suburban,Protestant,College graduate+,30-49,A man,"$125,000 to less than $150,000",Midwest
9587,Urban,Roman Catholic,Some College,65+,A woman,"$150,000 or more",Northeast
5364,Urban,Protestant,H.S. graduate or less,30-49,A woman,Refused/Web blank,West
12828,Rural,Protestant,Some College,50-64,A woman,Refused/Web blank,South
11451,Suburban,Protestant,Some College,65+,A man,"$70,000 to less than $100,000",South
4191,Rural,Nothing in particular,Some College,30-49,A woman,"$70,000 to less than $100,000",Midwest
14246,Urban,Roman Catholic,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
7725,Suburban,Nothing in particular,College graduate+,65+,A man,"$40,000 to less than $50,000",Midwest
18187,Suburban,Nothing in particular,Some College,30-49,A man,"$70,000 to less than $100,000",West
9780,Urban,Nothing in particular,H.S. graduate or less,50-64,A man,"$50,000 to less than $70,000",West
8718,Rural,Nothing in particular,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",Northeast
8655,Suburban,Nothing in particular,College graduate+,65+,A woman,"$40,000 to less than $50,000",West
124,Suburban,Protestant,College graduate+,50-64,A woman,"$30,000 to less than $40,000",South
15234,Suburban,Protestant,College graduate+,65+,A man,"$100,000 to less than $125,000",South
7635,Rural,Protestant,Some College,65+,A man,"$150,000 or more",South
1916,Suburban,Protestant,College graduate+,30-49,A man,"$100,000 to less than $125,000",Midwest
7500,Suburban,Agnostic,Some College,30-49,A man,"$50,000 to less than $70,000",Midwest
16007,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
1113,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",Midwest
3529,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",South
18138,Suburban,Nothing in particular,College graduate+,65+,A man,"$150,000 or more",Midwest
6387,Urban,Atheist,College graduate+,65+,A man,"$150,000 or more",West
13054,Suburban,Orthodox,Some College,65+,A woman,"$50,000 to less than $70,000",West
16257,Suburban,Nothing in particular,College graduate+,65+,A woman,"$150,000 or more",West
14606,Rural,Protestant,Some College,Refused,A man,"$125,000 to less than $150,000",Midwest
1390,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$150,000 or more",West
14231,Urban,Protestant,College graduate+,50-64,A man,Refused/Web blank,South
657,Suburban,Nothing in particular,H.S. graduate or less,65+,A woman,"Less than $30,000",South
12063,Suburban,Roman Catholic,H.S. graduate or less,65+,A man,"Less than $30,000",Midwest
11547,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",South
9502,Suburban,Protestant,College graduate+,65+,A man,"$150,000 or more",Northeast
6899,Suburban,Something else (please specify):,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",West
17046,Urban,Atheist,College graduate+,30-49,A woman,"$150,000 or more",West
2021,Suburban,Protestant,Some College,50-64,A man,"$150,000 or more",South
7245,Urban,Atheist,H.S. graduate or less,65+,A man,"$150,000 or more",West
3837,Urban,Nothing in particular,College graduate+,30-49,A man,"$50,000 to less than $70,000",South
15663,Urban,Nothing in particular,College graduate+,30-49,A woman,"$100,000 to less than $125,000",Northeast
11660,Rural,Nothing in particular,College graduate+,50-64,A woman,"$50,000 to less than $70,000",West
11565,Urban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
747,Rural,Nothing in particular,H.S. graduate or less,18-29,A man,"Less than $30,000",West
508,Suburban,Roman Catholic,College graduate+,18-29,A woman,"$70,000 to less than $100,000",West
2191,Suburban,Something else (please specify):,Some College,30-49,A man,"$40,000 to less than $50,000",West
13012,Suburban,Protestant,Some College,18-29,A woman,"Less than $30,000",South
5582,Urban,Protestant,College graduate+,65+,A man,"$70,000 to less than $100,000",Midwest
4790,Suburban,Protestant,Some College,65+,A woman,"$40,000 to less than $50,000",South
12367,Suburban,Protestant,Some College,65+,A man,"$100,000 to less than $125,000",Northeast
3382,Suburban,Roman Catholic,Some College,65+,A woman,Refused/Web blank,Midwest
1260,Suburban,Nothing in particular,College graduate+,30-49,In some other way,"$100,000 to less than $125,000",West
14151,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",Midwest
11994,Rural,Protestant,Some College,65+,A man,"$100,000 to less than $125,000",Midwest
18572,Urban,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",Midwest
3470,Suburban,Roman Catholic,College graduate+,30-49,A man,"$100,000 to less than $125,000",South
12644,Suburban,Jewish,College graduate+,30-49,A man,Refused/Web blank,South
8572,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"Less than $30,000",Northeast
4062,Suburban,Refused/Web blank,Some College,18-29,A woman,Refused/Web blank,West
1940,Urban,Mormon,College graduate+,18-29,A woman,"$125,000 to less than $150,000",West
11469,Urban,Protestant,College graduate+,65+,A woman,"$40,000 to less than $50,000",South
5778,Urban,Protestant,Some College,50-64,A woman,"$70,000 to less than $100,000",Midwest
16628,Suburban,Protestant,College graduate+,65+,A woman,"$100,000 to less than $125,000",Northeast
2073,Urban,Roman Catholic,Some College,30-49,A woman,"$30,000 to less than $40,000",South
14710,Urban,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",West
10077,Suburban,Protestant,Some College,65+,A woman,"$150,000 or more",Midwest
10947,Suburban,Agnostic,College graduate+,50-64,A man,"$70,000 to less than $100,000",West
3921,Suburban,Atheist,Some College,65+,A woman,"$50,000 to less than $70,000",West
4633,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",Northeast
12132,Suburban,Protestant,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",South
404,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$150,000 or more",Midwest
14843,Rural,Protestant,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",South
2496,Rural,Protestant,Some College,65+,A man,"Less than $30,000",Midwest
9899,Suburban,Protestant,Some College,65+,A woman,"$30,000 to less than $40,000",West
6684,Rural,Nothing in particular,Some College,30-49,A man,"$30,000 to less than $40,000",West
8155,Suburban,Nothing in particular,College graduate+,50-64,A man,"$70,000 to less than $100,000",Northeast
425,Rural,Protestant,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",Midwest
9893,Suburban,Protestant,College graduate+,30-49,A man,"$150,000 or more",West
6764,Suburban,Nothing in particular,College graduate+,65+,A woman,"$150,000 or more",Midwest
2733,Urban,Protestant,College graduate+,30-49,A woman,"$100,000 to less than $125,000",Northeast
6382,Suburban,Protestant,Some College,30-49,A woman,"$150,000 or more",South
769,Suburban,Protestant,H.S. graduate or less,50-64,A man,"Less than $30,000",Midwest
6872,Suburban,Refused/Web blank,College graduate+,30-49,A man,"$150,000 or more",Northeast
15014,Urban,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",West
6112,Urban,Jewish,College graduate+,30-49,A woman,"$150,000 or more",South
10597,Rural,Protestant,College graduate+,50-64,A woman,"$125,000 to less than $150,000",Midwest
18645,Rural,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
11824,Urban,Roman Catholic,Some College,50-64,A woman,"Less than $30,000",Northeast
17266,Suburban,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",West
14599,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",South
15502,Urban,Jewish,College graduate+,30-49,A man,"$70,000 to less than $100,000",Northeast
18739,Urban,Something else (please specify):,College graduate+,18-29,A woman,"Less than $30,000",Midwest
16811,Suburban,Refused/Web blank,College graduate+,50-64,A man,"$50,000 to less than $70,000",Midwest
2534,Suburban,Protestant,Some College,65+,A woman,"$100,000 to less than $125,000",South
11306,Rural,Agnostic,College graduate+,50-64,A man,"$100,000 to less than $125,000",South
10631,Suburban,Refused/Web blank,College graduate+,Refused,Refused/Web blank,Refused/Web blank,South
7655,Urban,Refused/Web blank,H.S. graduate or less,65+,A man,Refused/Web blank,West
